"site","julian","date","depth_ft","status","colorStatus"
"6812507",228,2022-08-16,270.89,"Moderately Dry","orange"
"6812507",242,2022-08-30,271.11,"Moderately Wet","cornflowerblue"
"6812507",258,2022-09-15,271.21,"Moderately Wet","cornflowerblue"
"6812507",272,2022-09-29,271.51,"Extremely Dry","darkred"
"6812507",287,2022-10-14,272.02,"Extremely Dry","darkred"
"6812507",300,2022-10-27,271.96,"Extremely Wet","navy"
"6812507",319,2022-11-15,271.78,"Moderately Dry","orange"
"6812507",334,2022-11-30,271.7,"Moderately Dry","orange"
"6812507",348,2022-12-14,271,"Moderately Dry","orange"
"6812507",362,2022-12-28,271.56,"Extremely Wet","navy"
"6812507",17,2023-01-17,271.9,"Extremely Dry","darkred"
"6812507",30,2023-01-30,271.8,"Extremely Dry","darkred"
"6812507",46,2023-02-15,272.2,"Very Dry","red"
"6812507",58,2023-02-27,272.32,"Extremely Dry","darkred"
"6812507",73,2023-03-14,273.1,"Moderately Dry","orange"
"6812507",88,2023-03-29,276,"Extremely Dry","darkred"
"6812507",103,2023-04-13,272.56,"Extremely Wet","navy"
"6812507",117,2023-04-27,272.5,"Extremely Wet","navy"
"6812507",137,2023-05-17,272.6,"Extremely Dry","darkred"
"6812507",151,2023-05-31,272.7,"Very Dry","red"
"6812507",166,2023-06-15,272.85,"Extremely Dry","darkred"
"6812507",181,2023-06-30,272.91,"Extremely Dry","darkred"
"6812509",13,2022-01-13,233.98,"Extremely Wet","navy"
"6812509",27,2022-01-27,235,"Extremely Wet","navy"
"6812509",42,2022-02-11,234.81,"Moderately Wet","cornflowerblue"
"6812509",59,2022-02-28,235.22,"Moderately Dry","orange"
"6812509",75,2022-03-16,235.58,"Very Dry","red"
"6812509",89,2022-03-30,235.79,"Moderately Dry","orange"
"6812509",104,2022-04-14,236.45,"Extremely Dry","darkred"
"6812509",118,2022-04-28,236.52,"Extremely Dry","darkred"
"6812509",132,2022-05-12,236.67,"Extremely Wet","navy"
"6812509",147,2022-05-27,237.92,"Extremely Dry","darkred"
"6812509",167,2022-06-16,239.25,"Extremely Dry","darkred"
"6812509",180,2022-06-29,238.2,"Extremely Dry","darkred"
"6812509",195,2022-07-14,239.95,"Extremely Dry","darkred"
"6812509",209,2022-07-28,243.21,"Extremely Wet","navy"
"6812509",228,2022-08-16,239.47,"Extremely Dry","darkred"
"6812509",242,2022-08-30,238.28,"Extremely Dry","darkred"
"6812509",258,2022-09-15,238.25,"Extremely Dry","darkred"
"6812509",272,2022-09-29,241.05,"Extremely Dry","darkred"
"6812509",287,2022-10-14,241.3,"Extremely Dry","darkred"
"6812509",300,2022-10-27,238.85,"Extremely Wet","navy"
"6812509",319,2022-11-15,238.46,"Extremely Dry","darkred"
"6812509",334,2022-11-30,237.38,"Extremely Dry","darkred"
"6812509",348,2022-12-14,237.83,"Extremely Dry","darkred"
"6812509",362,2022-12-28,238.23,"Extremely Dry","darkred"
"6812509",17,2023-01-17,237.42,"Extremely Dry","darkred"
"6812509",30,2023-01-30,237.8,"Extremely Dry","darkred"
"6812509",46,2023-02-15,237.16,"Extremely Dry","darkred"
"6812509",58,2023-02-27,237.2,"Extremely Dry","darkred"
"6812509",73,2023-03-14,238.72,"Extremely Dry","darkred"
"6812509",88,2023-03-29,238.5,"Extremely Dry","darkred"
"6812509",103,2023-04-13,237.97,"Extremely Wet","navy"
"6812509",117,2023-04-27,239.05,"Extremely Wet","navy"
"6812509",137,2023-05-17,237.9,"Extremely Dry","darkred"
"6812509",151,2023-05-31,237.85,"Extremely Dry","darkred"
"6812509",166,2023-06-15,238.09,"Extremely Dry","darkred"
"6812509",181,2023-06-30,240.85,"Extremely Dry","darkred"
